"f7","f7 2","b","flex","flex 2","b 2","mv1","b 3","mv1 2","w_iUH7","b 4","tl-m","ml1","w_kV33"
"Sep 22, 2025","carolyn","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","they love it","(0)",""
"Sep 30, 2025","Hoursoffun","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","","(0)",""
"Jun 28, 2025","Sunny","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","4 out of 5 stars review","Verified Purchase","Not  easy to assemble.","(0)",""
"Nov 3, 2025","Ellena","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","","(0)",""
"Jul 10, 2025","Alexander","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","10 / 10 High quality too","(0)","Purely worth it"
"Mar 8, 2025","Jeffrey","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","Wonderful for the price !","(0)",""
"May 6, 2025","Tammy","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","1 out of 5 stars review","Verified Purchase","Horrible, missing holes to screw together and so unstable","(0)",""
"May 21, 2025","Robert","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","It's purrfect, a lot of parts, but instructions were good and it went together perfectly","(0)","Happy cats"
"Apr 11, 2025","Janet","Item details","Size: 54""","Color: Dark Gray","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","They love it.  My one cat only comes down to eat!!!","(0)","Great value"
"Apr 5, 2025","Shannon","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","I like the sturdiness of the tree. My cats love it.","(0)",""
"Mar 10, 2025","anonymous","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","The shelter cats live it.","(0)","Cat tree"
"Feb 26, 2025","heather","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","3 out of 5 stars review","Verified Purchase","It's just what I wanted but one of the pieces came in broke. But have still managed to make it work","(0)",""
"May 14, 2025","anonymous","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","Arrived quickly.  Some effort to put together.  Looks very nice.","(0)","Looks nice"
"Apr 22, 2025","Marissa","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","was very easy to put together was a GREAT price and my 3 cats love it","(0)","GREAT"
"Mar 7, 2025","Larry","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","4 out of 5 stars review","Verified Purchase","the description i read said it was for large cats. too small for my large cat.","(0)","large cat small tree"
"Apr 10, 2025","TINA","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","my Stormy loves her Tower we have it in our window and she JUST LOVES IT","(0)",""
"May 20, 2025","Edna","Item details","Color: Light Gray","Assembled product height: 54 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","4 out of 5 stars review","Verified Purchase","Nice but my 2 kittens not paying to much attention to it.","(0)",""
"Mar 10, 2025","Melissa","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","My cats absolutely love it. Definitely well worth the money.","(0)",""
"Apr 3, 2025","Brandi","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","love it, should have gotten it sooner, waited for a sale","(0)",""
"Apr 11, 2025","G1","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","2 out of 5 stars review","Verified Purchase","a sadly the unit was missing parts mainly bolts I replaced them at Ace Hardware.","(0)","Nuts n bolts"
"Mar 7, 2025","Charles","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","very great product just what my cats needed great price","(0)","great product"
"Mar 12, 2025","Jennifer","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","It did seem a bit small, but my largest cat doesn't seem to mind. If he's happy, I'm happy.","(0)","cat likes it"
"Jun 9, 2025","Harlen","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","The cat Tower worked out very well for the cats that I have","(0)","Good value for the money"
"Jun 12, 2025","Ronald","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","It's a very nice cat tree","(0)",""
"May 16, 2025","CARRIE","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","Very well built. Solid foundation. Cats love it! 5 stars! ⭐️⭐️⭐️⭐️⭐️","(0)","Great Cat Tree"
"Jun 4, 2025","Barbod","Item details","Color: Pink","Assembled product height: 70 in","Sold by","Factory Direct Wholesales, LLC","","","4 out of 5 stars review","Verified Purchase","the holes in the fabric we're in the wrong spots","(0)",""
"May 18, 2025","norma","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","the boxes were hard to assemble but worth it for the fun my cats are having","(0)",""
"May 4, 2025","Jenice","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","4 out of 5 stars review","Verified Purchase","Difficult to assemble and some holes on material didn't line up","(0)",""
"Jun 3, 2025","Harmony","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","easy to put together and sturdy!","(0)","cats love it!"
"May 4, 2025","Ikita","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","3 out of 5 stars review","Verified Purchase","Some of the already assembled pieces had falling apart","(0)",""
"Jun 15, 2025","Bethany","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","Got it on sale. Cats love it. Climbed all over it while I was putting it together.","(0)",",Cats Love this Tree"
"Jun 15, 2025","Jennifer","Item details","Color: Navy Blue","Assembled product height: 70 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","1 out of 5 stars review","Verified Purchase","NOT SOLID AT ALL.
VERY UNSTABLE - SHOULD MOUNT TO WALL.","(0)",""
"Mar 7, 2025","anonymous","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","Satisfied with purchase, ordering was easy and fast delivery! Would recommend!","(0)",""
"Apr 11, 2025","Cynthia","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","i like all different levels of the stand.","(0)","cat tower"
"May 21, 2025","Wanda","Item details","Color: Light Gray","Assembled product height: 54 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","3 out of 5 stars review","Verified Purchase","I am going to have return it because the top tower bed isn't big enough for my cat.","(0)",""
"Apr 17, 2025","elayne","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","3 out of 5 stars review","Verified Purchase","Would give it a five if the holes lined up better and the box was larger in size","(0)",""
"Apr 22, 2025","Angie","Item details","Color: Pink","Assembled product height: 56""","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","super cute perfect fit ❤️","(0)","AWESOME PRODUCT"
"May 4, 2025","Juls","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","Very nice product, great price. Easy to assemble and good quality. My kitten loves it so far.","(0)","Very nice product"
"Mar 24, 2025","Danielle","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","2 out of 5 stars review","Verified Purchase","the one poke unacrewed and came off","(0)",""
"Apr 27, 2025","Lauren","Item details","Color: Beige","Assembled product height: 54 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","Easy to put together, looks very nice","(0)","My cat loves it!"
"May 20, 2025","Veronica","Item details","Color: Dark Gray","Assembled product height: 70 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","Perfect! My cats love this!","(0)",""
"Mar 26, 2025","Janine","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","Money well spent!  Our kitty Macie loves it!!!","(0)",""
"May 16, 2025","anonymous","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","easy set up.  cat likes it","(0)","cat likes it."
"Apr 4, 2025","Laurie","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","Very solid   Easily holds all 3 cats.  Bought 2  one for home and one for camper.","(0)",""
"Mar 4, 2025","Amanda","Item details","Size: 70""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","exactly what i thought it would be and strong. i have 3 hefty sized cats, and they love it","(0)",""
"Mar 11, 2025","Walmart customer","Item details","Size: 70""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","I love it!! So do my cat!!","(0)",""
"May 11, 2025","Jeffery","Item details","Color: Pink","Assembled product height: 70 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","1 out of 5 stars review","Verified Purchase","No instructions on how to put it together at all

Good luck if u buy this","(0)","Good luck"
"Apr 20, 2025","Joy","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","easy to assemble,  even a twn year old was able to do it.","(0)","Best cat tower we have ever bought"
"Apr 14, 2025","Jessica","Item details","Color: Ashy","Assembled product height: 54 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","both cat love their playland!","(0)",""
"May 5, 2025","Tiffany","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","3 out of 5 stars review","Verified Purchase","the very top part broke..seems smaller than i expected. tho my cats seem to appreciate it so...","(0)",""
"Apr 3, 2025","barbara","Item details","Size: 70""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","I love it,my cats are so happy .","(0)",""
"Apr 18, 2025","Jenevy","Item details","Color: Beige","Assembled product height: 54 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","My cat loves this cat tower she was already playing with it while I was setting it up thank you!","(0)","A good cat tower :) easy steps too!"
"May 21, 2025","Katelin","Item details","Color: Pink","Assembled product height: 70 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","2 out of 5 stars review","Verified Purchase","Missing all the pieces and wasnt able to order any from anywhere","(0)",""
"Feb 22, 2025","Luis","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","easy to put together,  and the cats love it","(0)",""
"May 28, 2025","Rhonda","Item details","Color: Pink","Assembled product height: 56""","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","waiting for my niece's cat she put it together and the cat just loves it","(0)",""
"Mar 13, 2025","Robert","Item details","Size: 54""","Color: Light Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","cats love it. so far is holding up to our chonk cat.","(0)","strong durable cat tree"
"Jun 2, 2025","Bonnie","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","4 out of 5 stars review","Verified Purchase","Assembly was a bit of a pain, but overall a pretty good value for the $","(0)",""
"Mar 15, 2025","Elaine","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","Perfect. Matches the desecrate. Wonderful price.","(0)","Nice cat tree"
"May 7, 2025","MICHELLE","Item details","Color: Pink","Assembled product height: 70 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","They love it!! Easy to assemble","(0)",""
"Mar 20, 2025","TeJay","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","easy to assemble. My ferrets appreciate it","(0)",""
"Mar 3, 2025","anonymous","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","Easy to put together and my cat loves it.  Easy order and fast delivery.","(0)","Happy Cat"
"Apr 12, 2025","Sandra","Item details","Size: 70""","Color: Light Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","Great deal and cats love it!","(0)","My cats love it!"
"Apr 23, 2025","Roger","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","this cat tree was easy to put together and its very sturdy.and my cat loves it.","(0)",""
"Mar 9, 2025","roberta","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","easy to put together and pretty sturdy my cat likes it and im happy with it. would recommend","(0)",""
"Mar 27, 2025","Eric","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","Great price but difficult to put together. The cats like it","(0)",""
"May 15, 2025","Rhonda","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","The only problem was that it came with NO INSTRUCTIONS! 

However the Cats will love it!!","(0)","Cat Condo!"
"Mar 18, 2025","Calvin","Item details","Size: 70""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","4 out of 5 stars review","Verified Purchase","Was easy to put together and my cat loves it","(0)",""
"Apr 8, 2025","Lisa","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","1 out of 5 stars review","Verified Purchase","Wasn't properly placed together the screws didn't fit had to go get some of my own","(0)",""
"Apr 12, 2025","ruth","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","It was simple to put together","(0)",""
"Mar 27, 2025","Stacy","Item details","Size: 54""","Color: Navy Blue","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","iit fi5s perfectly in the corner of my daughters living room and her cat loves it","(0)",""
"Mar 9, 2025","Samantha","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","can't get my cats off of it. they do everything there and have made it there permanent apartment","(0)","my cats love it"
"Mar 3, 2025","anonymous","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","Just as expected and easy to assemble. Cats love it","(0)",""
"Apr 5, 2025","Karen","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","love it!  qwell made.. cat loves it!","(0)",""
"Apr 29, 2025","Steven","Item details","Color: Dark Gray","Assembled product height: 70 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","It's really nice, easy to set up.","(0)",""
"Mar 8, 2025","Ana","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","4 out of 5 stars review","Verified Purchase","I love to buy things online and have delivered to my house.","(0)",""
"Mar 23, 2025","Tonya","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","they love it but I get same one different color all the time","(0)","cattree"
"Apr 14, 2025","Clayton","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","2 out of 5 stars review","Verified Purchase","My cats way too big, like WAY too big. Only good for kittens.","(0)",""
"Mar 9, 2025","Rodney","Item details","Size: 70""","Color: Navy Blue","Sold and shipped by","Factory Direct Wholesales, LLC","","","1 out of 5 stars review","Verified Purchase","one of. the main structer board was.broken in 3 different places","(0)",""
"Apr 21, 2025","Kyrsten","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","1 out of 5 stars review","Verified Purchase","Waited a month for my cat tree %26 it was never sent out so I got a refund","(0)",""
"Jun 11, 2025","Michael","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","1 out of 5 stars review","Verified Purchase","Missing instructions and some of the screws.","(0)","Missing parts"
"Mar 7, 2025","Robert","Item details","Size: 54""","Color: Navy Blue","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","Everything I love it and most important my Cats 💗 love it","(0)",""
"Apr 7, 2025","Mary","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","My cats love this tower. They stay active and its well designed.","(0)",""
"May 23, 2025","Steph","Item details","Color: Dark Gray","Assembled product height: 70 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","1 out of 5 stars review","Verified Purchase","Came damaged. The middle platform was broken down the middle.","(0)",""
"Mar 16, 2025","Michelle","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","3 out of 5 stars review","Verified Purchase","kind of complicated put together not made so sturdy Falls over if your cat jumps from the top","(0)",""
"Mar 3, 2025","Angela","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","Great product at a great price. Cats love it!","(0)",""
"May 19, 2025","Benita","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","our cat loves it and price was so good my sister-in-law bought one for her cats.","(0)",""
"May 4, 2025","StephSP","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","Cats love it. Not too tall, not too short.","(0)",""
"Mar 4, 2025","Pedro","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","Absolutely love this and the price was fantastic!!","(0)",""
"Mar 30, 2025","Priscilla","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","4 out of 5 stars review","Verified Purchase","Little difficult putting together and little wobbly but works great for my one cat.","(0)",""
"May 19, 2025","marli","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","Very easy to put together. Seems pretty strong.","(0)","Cats love it!"
"Mar 28, 2025","Chloe","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","4 out of 5 stars review","Verified Purchase","Relatively easy to put together. Cats like it","(0)",""
"Apr 12, 2025","wendi","Item details","Size: 54""","Color: Dark Gray","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","great price and solid and strong","(0)",""
"Mar 23, 2025","cindy","Item details","Size: 70""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","Great cat tower easy to assemble and my cat loves it","(0)",""
"Mar 30, 2025","diane","Item details","Size: 54""","Color: Dark Gray","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","1 out of 5 stars review","Verified Purchase","Hard to follow directions that were just pictures and one part that didn't fit so we gave up","(0)","Clearer instructions should be provided and every"
"Mar 7, 2025","Sheryl","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","This is great for the price. Highly recommend","(0)","Love it"
"May 3, 2025","Shawnte","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","love it perfect size for my cat","(0)",""
"Jun 1, 2025","angela","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","1 out of 5 stars review","Verified Purchase","how can i reveiw something that never came and i waited for it","(0)",""
"May 3, 2025","Kathijo","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","Our baby loves it and it wasn't difficult to put together","(0)",""
"May 20, 2025","Latisha","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","4 out of 5 stars review","Verified Purchase","Some of the poles were to big and hard to get inside .","(0)",""
"May 16, 2025","Jean","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","2 out of 5 stars review","Verified Purchase","Not easy to assemble. Missing some parts/screws","(0)","Cat tree is sideways."
"May 9, 2025","mary","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","everything was great with this cat tree we love it
 i","(0)",""
"Jun 12, 2025","anonymous","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","4 out of 5 stars review","Verified Purchase","The box was missing one of the part I. I was able to get it assembled but it was awkward.","(0)","Missing part"
"Jun 11, 2025","Tiffany","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","Easy to assemble and my cats love it!","(0)",""
"Apr 1, 2025","Shari","Item details","Size: 54""","Color: Dark Gray","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","Can't believe how little I paid for this and it's great quality.","(0)",""
"Mar 27, 2025","Jessica","Item details","Size: 54""","Color: Dark Gray","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","It's huge u get your money worth my kitty is very content","(0)","It's perfect sooo happy with this product great by"
"Apr 19, 2025","Oscar","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","My cat really loves it nd I thought it was going to b small but it's pretty big","(0)",""
"Apr 19, 2025","Donna","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","1 out of 5 stars review","Verified Purchase","missung parts. walnart is a liar nit guarteen tyete stuff","(0)",""
"Mar 31, 2025","Dawn3","Item details","Size: 54""","Color: Dark Gray","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","3 out of 5 stars review","Verified Purchase","it isn't solid, it's very wiggly. its also small. my cat is fairly large","(0)","not secure and too small for Tigger"
"Mar 25, 2025","Beck","Item details","Size: 54""","Color: Dark Gray","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","4 out of 5 stars review","Verified Purchase","My cat loves it but one of the pieces was faulty so I had to improvise when building it","(0)",""
"Apr 15, 2025","Ange","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","All my cats/kittens love this cat tree, playing for endless hours","(0)",""
"Apr 14, 2025","Cindy","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","I really like this but it was hard to put it together","(0)",""
"Mar 27, 2025","anonymous","Item details","Size: 54""","Color: Dark Gray","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","I had to have my grandson assemble it for me.","(0)",""
"Mar 26, 2025","Reyna","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","2 out of 5 stars review","Verified Purchase","Hard to put together, holes don't align very disappointed","(0)",""
"Apr 13, 2025","Jeyne","Item details","Size: 54""","Color: Dark Gray","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","4 out of 5 stars review","Verified Purchase","the cat tree is not  stable for 4 kittens","(0)",""
"Jun 13, 2025","William","Item details","Color: Beige","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","Our kitten loves it, likes to stick his head through the window. It was well worth the money..","(0)","Money well spent"
"Mar 26, 2025","G","Item details","Size: 54""","Color: Dark Gray","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","great product for a great price. My cat love's it","(0)",""
"May 3, 2025","frances","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","Very easy to put together and it looks great","(0)",""
"Apr 2, 2025","Eric","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","Well built, clear assembly instructions.","(0)","My cat loves it"
"May 7, 2025","Michele","Item details","Color: Beige","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","cute cat tree. easy to put together. seems sturdy. would definitely recommend.","(0)","cute and reasonably priced"
"Apr 2, 2025","Laci","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","Kinda difficult to put together. But the cat loves it.","(0)","Big!"
"Mar 17, 2025","Pamela","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","My kitten absolutely loves it! He's no longer scratching up my couch.","(0)","Awesome"
